,Number of Completed Trips,Number of Uncompleted Trips,Number of Completed Orders,Number of Uncompleted Orders,Total Distance Completed Orders (km),Total Distance Uncompleted Orders (km),Total Time Completed Orders (hrs),Total Time Uncompleted Orders (hrs),Average Distance for Successful Orders (km),Average Time for Successful Orders (hrs)
17,4,0,61,0,390.3760537893587,0.0,13.012535126311958,0.0,97.59401344733968,3.2531337815779895
18,3,0,40,0,276.9439086042631,0.0,9.231463620142101,0.0,92.31463620142102,3.077154540047367
19,5,1,63,13,440.3543252038191,86.18765847308877,14.67847750679397,2.872921949102959,88.07086504076382,2.935695501358794
20,5,1,61,21,425.6642076252548,110.47524114897517,14.188806920841827,3.6825080382991726,85.13284152505096,2.8377613841683655
21,4,0,46,0,307.9064087736409,0.0,10.263546959121363,0.0,76.97660219341023,2.565886739780341
22,3,0,50,0,275.0253157940758,0.0,9.167510526469195,0.0,91.67510526469194,3.0558368421563986
23,4,2,53,15,392.06938198382613,142.69178760458996,13.068979399460872,4.756392920152999,98.01734549595653,3.267244849865218
24,2,0,26,0,194.11576043008586,0.0,6.470525347669529,0.0,97.05788021504293,3.2352626738347645
25,1,0,11,0,81.48396219382728,0.0,2.716132073127576,0.0,81.48396219382728,2.716132073127576
26,5,6,63,92,405.2929898330513,615.0502668219146,13.509766327768377,20.501675560730487,81.05859796661026,2.7019532655536755
27,3,0,44,0,318.6049208477533,0.0,10.620164028258444,0.0,106.20164028258444,3.540054676086148
28,4,0,43,0,345.42696522655456,0.0,11.514232174218487,0.0,86.35674130663864,2.8785580435546216
29,3,0,26,0,165.24627263403886,0.0,5.508209087801295,0.0,55.082090878012956,1.836069695933765
30,4,1,54,11,422.43270372437667,90.27343282868787,14.081090124145888,3.009114427622929,105.60817593109417,3.520272531036472
31,1,0,15,0,86.31410565201574,0.0,2.8771368550671914,0.0,86.31410565201574,2.8771368550671914
32,3,0,30,0,222.41311420674418,0.0,7.41377047355814,0.0,74.1377047355814,2.47125682451938
33,1,0,3,0,16.801294125481448,0.0,0.5600431375160483,0.0,16.801294125481448,0.5600431375160483
34,3,0,27,0,226.8556993979978,0.0,7.561856646599926,0.0,75.61856646599927,2.5206188821999755
35,3,0,41,0,320.7081554867479,0.0,10.690271849558265,0.0,106.90271849558263,3.563423949852755
36,3,0,52,0,314.3087817699642,0.0,10.47695939233214,0.0,104.7695939233214,3.4923197974440465
37,2,0,25,0,143.39731646619714,0.0,4.779910548873238,0.0,71.69865823309857,2.389955274436619
38,3,0,47,0,303.33897689709676,0.0,10.111299229903224,0.0,101.11299229903226,3.370433076634408
39,4,2,57,25,370.6297298188484,192.36719188208073,12.354324327294945,6.412239729402691,92.6574324547121,3.0885810818237363
40,4,0,55,0,392.09532484349677,0.0,13.069844161449891,0.0,98.02383121087419,3.267461040362473
41,4,1,53,17,368.0614415682959,104.67762395710047,12.268714718943198,3.489254131903349,92.01536039207397,3.0671786797357994
42,5,2,56,32,420.57106948645793,174.21782166136325,14.019035649548599,5.8072607220454415,84.11421389729159,2.80380712990972
43,3,0,35,0,226.8748296906264,0.0,7.562494323020879,0.0,75.6249432302088,2.5208314410069597
44,2,0,22,0,122.0113250897835,0.0,4.06704416965945,0.0,61.00566254489175,2.033522084829725
45,1,0,14,0,82.15124207664928,0.0,2.7383747358883093,0.0,82.15124207664928,2.7383747358883093
46,1,0,13,0,82.40208708458961,0.0,2.746736236152987,0.0,82.40208708458961,2.746736236152987
47,5,0,57,0,393.4586807533105,0.0,13.115289358443684,0.0,78.6917361506621,2.623057871688737
48,4,0,51,0,337.71653814069157,0.0,11.257217938023054,0.0,84.42913453517289,2.8143044845057634
49,4,6,58,85,402.08225383605736,587.335146835655,13.402741794535245,19.57783822785517,100.52056345901434,3.3506854486338113
50,4,1,73,11,448.5962544219668,105.52834224076518,14.95320848073223,3.5176114080255063,112.1490636054917,3.7383021201830573
51,2,0,21,0,138.02682220295645,0.0,4.600894073431881,0.0,69.01341110147823,2.3004470367159406
52,4,2,59,23,375.17161524998045,186.4618112467926,12.505720508332683,6.2153937082264195,93.79290381249511,3.1264301270831707
53,2,0,28,0,195.7876442900425,0.0,6.5262548096680835,0.0,97.89382214502125,3.2631274048340417
54,5,2,77,23,440.98466366027947,151.61366349923682,14.699488788675978,5.053788783307894,88.1969327320559,2.9398977577351957
55,2,0,25,0,152.69689884573455,0.0,5.089896628191152,0.0,76.34844942286728,2.544948314095576
56,4,0,56,0,340.4249169955409,0.0,11.347497233184697,0.0,85.10622924888523,2.8368743082961743
57,3,0,39,0,292.43763129206707,0.0,9.747921043068903,0.0,97.47921043068902,3.249307014356301
58,1,0,5,0,89.13594102632334,0.0,2.971198034210778,0.0,89.13594102632334,2.971198034210778
59,2,0,24,0,160.11333898604698,0.0,5.337111299534898,0.0,80.05666949302349,2.668555649767449
60,1,0,13,0,95.18727817215651,0.0,3.172909272405217,0.0,95.18727817215651,3.172909272405217
61,4,1,53,13,374.3703719124131,98.3033096484118,12.479012397080435,3.2767769882803934,93.59259297810327,3.119753099270109
62,5,0,59,0,434.6159299673961,0.0,14.487197665579869,0.0,86.92318599347922,2.897439533115974
63,3,0,49,0,317.7081246216441,0.0,10.59027082072147,0.0,105.9027082072147,3.530090273573823
64,4,2,53,17,383.7753413821624,165.95810984066134,12.792511379405415,5.53193699468871,95.9438353455406,3.1981278448513537
65,4,7,65,97,420.4799653541223,647.8159430403903,14.015998845137412,21.593864768013006,105.11999133853058,3.503999711284353
66,4,0,60,0,367.07507247051757,0.0,12.235835749017253,0.0,91.76876811762939,3.0589589372543133
67,3,0,37,0,260.83018203090774,0.0,8.694339401030259,0.0,86.94339401030258,2.898113133676753
68,4,0,52,0,312.3013407575629,0.0,10.410044691918763,0.0,78.07533518939073,2.602511172979691
69,3,0,39,0,284.85148072749183,0.0,9.495049357583062,0.0,94.9504935758306,3.1650164525276874
70,5,0,73,0,419.7252115203335,0.0,13.990840384011118,0.0,83.9450423040667,2.7981680768022237
71,3,0,30,0,222.19674259496946,0.0,7.406558086498983,0.0,74.06558086498983,2.468852695499661
72,3,0,38,0,256.5544996707414,0.0,8.551816655691379,0.0,85.5181665569138,2.8506055518971265
73,3,0,30,0,211.1663911343831,0.0,7.038879704479438,0.0,70.38879704479437,2.3462932348264793
74,5,0,66,0,449.464405920686,0.0,14.982146864022866,0.0,89.8928811841372,2.996429372804573
75,4,0,75,0,437.1839373430772,0.0,14.572797911435906,0.0,109.2959843357693,3.6431994778589765
76,1,0,13,0,98.98608543550493,0.0,3.299536181183498,0.0,98.98608543550493,3.299536181183498
77,5,1,67,16,418.7677062785195,94.9016636457899,13.958923542617315,3.1633887881929965,83.7535412557039,2.791784708523463
78,1,0,7,0,77.07345189952127,0.0,2.569115063317376,0.0,77.07345189952127,2.569115063317376
79,2,0,16,0,157.15574156111143,0.0,5.238524718703715,0.0,78.57787078055571,2.6192623593518576
80,4,0,50,0,401.81485511763793,0.0,13.393828503921265,0.0,100.45371377940948,3.348457125980316
81,1,0,8,0,70.57653268046359,0.0,2.352551089348786,0.0,70.57653268046359,2.352551089348786
82,3,0,40,0,259.9170198958989,0.0,8.663900663196632,0.0,86.6390066319663,2.8879668877322104
83,3,0,34,0,225.06614989945362,0.0,7.502204996648454,0.0,75.02204996648454,2.5007349988828182
84,1,0,11,0,93.53277445673875,0.0,3.1177591485579583,0.0,93.53277445673875,3.1177591485579583
85,1,0,11,0,87.18821983345721,0.0,2.906273994448574,0.0,87.18821983345721,2.906273994448574
86,3,0,46,0,298.84557688067775,0.0,9.961519229355925,0.0,99.61519229355925,3.3205064097853083
87,1,0,2,0,16.494660562681062,0.0,0.5498220187560354,0.0,16.494660562681062,0.5498220187560354
88,1,0,5,0,68.94249211573111,0.0,2.2980830705243704,0.0,68.94249211573111,2.2980830705243704
89,4,0,42,0,306.9199330254934,0.0,10.230664434183112,0.0,76.72998325637334,2.557666108545778
90,1,0,8,0,61.893848177680184,0.0,2.0631282725893394,0.0,61.893848177680184,2.0631282725893394
91,4,0,49,0,351.02048399721383,0.0,11.700682799907128,0.0,87.75512099930346,2.925170699976782
92,3,0,48,0,306.85155636976185,0.0,10.228385212325396,0.0,102.28385212325395,3.4094617374417986
93,1,0,16,0,92.04593866978588,0.0,3.0681979556595294,0.0,92.04593866978588,3.0681979556595294
94,3,0,30,0,233.81451594733414,0.0,7.793817198244471,0.0,77.93817198244471,2.5979390660814903
95,5,0,58,0,409.72367987051666,0.0,13.65745599568389,0.0,81.94473597410334,2.731491199136778
96,3,0,49,0,272.3577382945973,0.0,9.078591276486577,0.0,90.78591276486577,3.0261970921621923
97,4,0,52,0,341.681536096108,0.0,11.389384536536934,0.0,85.420384024027,2.8473461341342334
98,3,0,38,0,299.67196129714375,0.0,9.989065376571457,0.0,99.89065376571459,3.3296884588571523
99,5,0,61,0,410.1568211375281,0.0,13.671894037917601,0.0,82.03136422750562,2.7343788075835205
100,1,0,8,0,71.05961055178318,0.0,2.3686536850594395,0.0,71.05961055178318,2.3686536850594395
101,5,4,60,57,432.4771372248745,389.22908560172743,14.415904574162484,12.974302853390917,86.49542744497491,2.8831809148324967
102,2,0,30,0,212.25970450446425,0.0,7.075323483482142,0.0,106.12985225223213,3.537661741741071
103,1,0,3,0,17.748915479808236,0.0,0.5916305159936078,0.0,17.748915479808236,0.5916305159936078
104,4,2,51,20,377.36247777932095,168.72525954949617,12.578749259310698,5.624175318316539,94.34061944483024,3.1446873148276744
105,4,0,44,0,388.483780175764,0.0,12.949459339192133,0.0,97.120945043941,3.2373648347980333
106,4,0,60,0,387.61011794111386,0.0,12.920337264703793,0.0,96.90252948527846,3.2300843161759483
107,2,0,24,0,199.2466137287173,0.0,6.641553790957243,0.0,99.62330686435865,3.3207768954786214
108,4,0,61,0,392.75855789723903,0.0,13.091951929907967,0.0,98.18963947430976,3.272987982476992
109,2,0,19,0,109.74022699740566,0.0,3.658007566580189,0.0,54.87011349870283,1.8290037832900945
110,4,0,53,0,384.3463412784986,0.0,12.811544709283286,0.0,96.08658531962465,3.2028861773208215
111,3,0,29,0,272.5934242376087,0.0,9.086447474586956,0.0,90.86447474586957,3.0288158248623187
112,4,1,55,4,396.96755750685094,57.58568604131931,13.23225191689503,1.919522868043977,99.24188937671273,3.3080629792237577
113,2,0,31,0,200.58745839131416,0.0,6.686248613043806,0.0,100.29372919565708,3.343124306521903
114,2,0,23,0,175.9901126627568,0.0,5.866337088758559,0.0,87.9950563313784,2.9331685443792797
115,4,0,55,0,373.5356749264081,0.0,12.451189164213604,0.0,93.38391873160202,3.112797291053401
116,4,0,58,0,400.95335449275245,0.0,13.365111816425078,0.0,100.23833862318811,3.3412779541062694
117,4,0,51,0,364.51534821490117,0.0,12.150511607163372,0.0,91.12883705372529,3.037627901790843
118,4,0,46,0,347.0774382340423,0.0,11.569247941134744,0.0,86.76935955851057,2.892311985283686
119,3,0,45,0,281.02290548588996,0.0,9.367430182862998,0.0,93.67430182862999,3.1224767276209993
120,1,0,12,0,95.51698362171618,0.0,3.183899454057206,0.0,95.51698362171618,3.183899454057206
121,3,0,29,0,214.98412536844228,0.0,7.166137512281408,0.0,71.66137512281409,2.3887125040938026
122,1,0,12,0,95.80337928569334,0.0,3.193445976189778,0.0,95.80337928569334,3.193445976189778
123,4,0,49,0,310.93907084608384,0.0,10.364635694869463,0.0,77.73476771152096,2.591158923717366
124,4,1,47,4,372.6685863622396,66.11932310910576,12.422286212074651,2.203977436970192,93.1671465905599,3.1055715530186627
125,4,1,63,14,397.12806606934384,89.33044699281402,13.23760220231146,2.977681566427134,99.28201651733596,3.309400550577865
126,2,0,26,0,192.60463345010407,0.0,6.4201544483368025,0.0,96.30231672505204,3.2100772241684012
127,1,0,14,0,91.11069973102344,0.0,3.037023324367448,0.0,91.11069973102344,3.037023324367448
128,1,0,8,0,67.99558630294632,0.0,2.266519543431544,0.0,67.99558630294632,2.266519543431544
129,4,8,65,109,403.1669676681533,746.6156292716221,13.438898922271775,24.887187642387406,100.79174191703832,3.359724730567944
130,3,0,49,0,324.7171493432875,0.0,10.823904978109583,0.0,108.23904978109583,3.6079683260365276
131,2,0,25,0,191.13480870831808,0.0,6.3711602902772695,0.0,95.56740435415904,3.1855801451386347
132,2,0,23,0,165.15984519362036,0.0,5.505328173120678,0.0,82.57992259681018,2.752664086560339
133,4,1,58,10,350.3895793332469,102.66739729892805,11.679652644441564,3.422246576630935,87.59739483331172,2.919913161110391
134,4,2,57,38,383.5731643744573,213.38913639006904,12.785772145815244,7.112971213002301,95.89329109361432,3.196443036453811
135,4,0,50,0,331.7054965174975,0.0,11.056849883916584,0.0,82.92637412937438,2.764212470979146
136,3,0,36,0,297.39738619463895,0.0,9.913246206487965,0.0,99.13246206487965,3.3044154021626553
137,1,0,23,0,112.12932845819721,0.0,3.737644281939907,0.0,112.12932845819721,3.737644281939907
138,3,0,46,0,292.43923505420145,0.0,9.747974501806715,0.0,97.47974501806715,3.2493248339355714
139,4,2,59,22,371.4497158064882,179.54967526720185,12.381657193549607,5.984989175573395,92.86242895162205,3.095414298387402
140,2,0,23,0,149.2582403606281,0.0,4.975274678687604,0.0,74.62912018031405,2.487637339343802
141,2,0,35,0,184.0394796982404,0.0,6.1346493232746795,0.0,92.0197398491202,3.0673246616373397
142,4,1,58,4,392.5685185889252,65.38609515771986,13.08561728629751,2.179536505257329,98.1421296472313,3.2714043215743773
143,5,1,71,19,451.45416844926245,108.96460584615276,15.048472281642082,3.6321535282050923,90.29083368985249,3.0096944563284165
144,4,0,49,0,344.2635187042809,0.0,11.47545062347603,0.0,86.06587967607022,2.8688626558690076
145,5,1,65,15,447.2115874022237,95.57265898155347,14.907052913407457,3.1857552993851157,89.44231748044474,2.9814105826814914
146,1,0,6,0,71.43047803042035,0.0,2.381015934347345,0.0,71.43047803042035,2.381015934347345
147,2,0,23,0,170.11873429738506,0.0,5.670624476579503,0.0,85.05936714869253,2.8353122382897515
148,3,0,39,0,263.45162184429756,0.0,8.781720728143252,0.0,87.81720728143252,2.9272402427144173
149,4,5,57,72,368.31019100426204,475.21478683992166,12.277006366808735,15.840492894664056,92.07754775106551,3.0692515917021836
150,3,0,42,0,329.6293122353997,0.0,10.98764374117999,0.0,109.8764374117999,3.6625479137266637
151,1,0,18,0,121.50678360301757,0.0,4.050226120100586,0.0,121.50678360301757,4.050226120100586
152,3,0,42,0,231.51746917348837,0.0,7.717248972449612,0.0,77.17248972449612,2.5724163241498705
153,4,2,56,26,382.7065575093554,191.6424364051863,12.756885250311843,6.38808121350621,95.67663937733884,3.1892213125779607
154,2,0,29,0,176.83420317551855,0.0,5.894473439183951,0.0,88.41710158775928,2.9472367195919755
155,4,1,58,7,367.38708701922053,91.25067987336732,12.246236233974019,3.041689329112244,91.84677175480513,3.0615590584935046
156,4,1,59,14,360.1240816591568,112.44474580645401,12.004136055305228,3.748158193548467,90.0310204147892,3.001034013826307
157,2,0,20,0,114.5563610431577,0.0,3.8185453681052564,0.0,57.27818052157885,1.9092726840526282
158,3,0,40,0,237.4824437943092,0.0,7.916081459810307,0.0,79.16081459810307,2.638693819936769
159,3,0,47,0,325.2082370510449,0.0,10.840274568368162,0.0,108.40274568368163,3.613424856122721
160,4,2,61,24,413.4910136291404,169.17138893221954,13.783033787638015,5.63904629774065,103.3727534072851,3.4457584469095037
161,5,0,69,0,434.34123677933076,0.0,14.478041225977693,0.0,86.86824735586615,2.8956082451955387
162,2,0,17,0,132.51972698468427,0.0,4.417324232822809,0.0,66.25986349234213,2.2086621164114044
163,1,0,7,0,93.5930753970093,0.0,3.11976917990031,0.0,93.5930753970093,3.11976917990031
164,3,0,46,0,285.7601893003557,0.0,9.52533964334519,0.0,95.2533964334519,3.1751132144483964
165,1,0,9,0,59.21486650781353,0.0,1.9738288835937845,0.0,59.21486650781353,1.9738288835937845
166,3,0,35,0,244.53422346038218,0.0,8.151140782012739,0.0,81.51140782012739,2.7170469273375795
167,3,0,32,0,234.2601092415585,0.0,7.8086703080519495,0.0,78.0867030805195,2.602890102683983
168,1,0,17,0,117.5597736193945,0.0,3.9186591206464834,0.0,117.5597736193945,3.9186591206464834
169,5,1,65,15,439.7735908876033,103.28091604969839,14.659119696253443,3.442697201656613,87.95471817752066,2.9318239392506884
170,1,0,16,0,94.37263973754574,0.0,3.145754657918191,0.0,94.37263973754574,3.145754657918191
171,3,0,41,0,296.8212053664131,0.0,9.894040178880436,0.0,98.94040178880437,3.2980133929601454
172,4,0,47,0,328.03069100707035,0.0,10.934356366902342,0.0,82.00767275176759,2.7335890917255856
173,2,0,20,0,182.14041466420588,0.0,6.0713471554735285,0.0,91.07020733210294,3.0356735777367643
174,3,0,34,0,223.46127205942003,0.0,7.448709068647334,0.0,74.48709068647334,2.4829030228824447
175,3,0,42,0,290.78587988187746,0.0,9.69286266272925,0.0,96.92862662729249,3.2309542209097497
176,1,0,6,0,64.1618341184545,0.0,2.138727803948483,0.0,64.1618341184545,2.138727803948483
177,5,8,61,105,443.0287163280608,740.3354488826395,14.767623877602027,24.677848296087987,88.60574326561216,2.9535247755204055
178,4,0,58,0,340.93066071498635,0.0,11.364355357166211,0.0,85.23266517874659,2.8410888392915528
179,4,0,43,0,326.3202582357134,0.0,10.877341941190448,0.0,81.58006455892836,2.719335485297612
180,4,0,45,0,334.55549618776996,0.0,11.151849872925665,0.0,83.63887404694249,2.787962468231416
181,4,0,60,0,360.53963891620117,0.0,12.01798796387337,0.0,90.13490972905029,3.0044969909683426
182,4,1,60,14,382.7334848961919,85.1754069658808,12.757782829873063,2.8391802321960267,95.68337122404797,3.189445707468266
183,4,0,47,0,338.91827552268285,0.0,11.297275850756096,0.0,84.72956888067071,2.824318962689024
184,4,0,49,0,314.63331278172893,0.0,10.4877770927243,0.0,78.65832819543223,2.621944273181075
185,1,0,7,0,34.296165866427344,0.0,1.1432055288809115,0.0,34.296165866427344,1.1432055288809115
186,4,0,53,0,360.88316317655165,0.0,12.029438772551725,0.0,90.22079079413791,3.007359693137931
187,2,0,21,0,174.9065399453587,0.0,5.8302179981786235,0.0,87.45326997267935,2.9151089990893118
188,5,1,59,16,444.1875453844941,112.41744434042297,14.806251512816472,3.747248144680766,88.83750907689883,2.961250302563294
189,2,0,29,0,213.4489154846649,0.0,7.114963849488831,0.0,106.72445774233245,3.5574819247444154
190,5,0,56,0,388.74403671497635,0.0,12.958134557165875,0.0,77.74880734299526,2.591626911433175
191,4,1,63,5,407.2112085819184,69.83291324518547,13.573706952730614,2.3277637748395157,101.8028021454796,3.3934267381826535
192,5,0,61,0,448.5902593944961,0.0,14.953008646483205,0.0,89.71805187889922,2.990601729296641
193,3,0,41,0,308.63593070101706,0.0,10.287864356700569,0.0,102.87864356700568,3.4292881189001894
194,2,0,19,0,148.96490066776454,0.0,4.9654966889254855,0.0,74.48245033388227,2.4827483444627427
195,2,0,24,0,156.7114455186807,0.0,5.223714850622691,0.0,78.35572275934035,2.6118574253113453
196,2,0,19,0,155.49252824639407,0.0,5.1830842748798025,0.0,77.74626412319704,2.5915421374399012
197,4,1,66,8,368.6340971617363,93.89791168202865,12.287803238724543,3.129930389400955,92.15852429043407,3.0719508096811357
198,1,0,6,0,61.705477949012156,0.0,2.056849264967072,0.0,61.705477949012156,2.056849264967072
199,2,0,23,0,163.51928281764734,0.0,5.450642760588245,0.0,81.75964140882367,2.7253213802941225
200,3,0,42,0,280.1225411106325,0.0,9.33741803702108,0.0,93.37418037021082,3.112472679007027
201,3,0,40,0,272.3363670327638,0.0,9.077878901092127,0.0,90.77878901092127,3.0259596336973758
202,3,0,27,0,248.22291153137465,0.0,8.274097051045821,0.0,82.74097051045821,2.758032350348607
203,1,0,10,0,90.36183496080278,0.0,3.012061165360093,0.0,90.36183496080278,3.012061165360093
204,4,2,50,30,373.3795042627145,193.66119086874903,12.445983475423818,6.4553730289583005,93.34487606567862,3.1114958688559544
205,3,0,28,0,209.163117850857,0.0,6.9721039283619,0.0,69.72103928361899,2.3240346427873
206,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
207,2,0,24,0,155.24946525342665,0.0,5.174982175114221,0.0,77.62473262671332,2.5874910875571104
208,3,0,39,0,284.5653260680295,0.0,9.485510868934316,0.0,94.85510868934317,3.1618369563114386
209,4,1,59,3,410.4062771248283,47.001102740578766,13.680209237494278,1.5667034246859588,102.60156928120708,3.4200523093735695
210,2,0,19,0,162.81430345521437,0.0,5.427143448507145,0.0,81.40715172760719,2.7135717242535726
211,4,0,46,0,332.22614255624853,0.0,11.074204751874948,0.0,83.05653563906213,2.768551187968737
212,4,0,60,0,360.90500466453824,0.0,12.030166822151275,0.0,90.22625116613456,3.0075417055378186
213,1,0,6,0,92.49783809498891,0.0,3.083261269832964,0.0,92.49783809498891,3.083261269832964
214,1,0,6,0,70.08141762658371,0.0,2.3360472542194572,0.0,70.08141762658371,2.3360472542194572
215,1,0,19,0,112.75948632210739,0.0,3.7586495440702463,0.0,112.75948632210739,3.7586495440702463
216,5,1,62,13,422.95511874505996,77.78588098374739,14.098503958168664,2.592862699458246,84.591023749012,2.819700791633733
217,1,0,3,0,23.788071596311603,0.0,0.7929357198770535,0.0,23.788071596311603,0.7929357198770535
218,5,1,70,10,420.5849824438275,86.12220528178503,14.019499414794252,2.870740176059501,84.11699648876551,2.8038998829588504
219,2,0,11,0,105.07541652150638,0.0,3.5025138840502126,0.0,52.53770826075319,1.7512569420251063
220,5,0,65,0,456.38137399895,0.0,15.212712466631665,0.0,91.27627479979,3.0425424933263328
221,4,0,60,0,403.40484846297284,0.0,13.446828282099096,0.0,100.85121211574321,3.361707070524774
222,2,0,20,0,174.8104811843204,0.0,5.827016039477346,0.0,87.4052405921602,2.913508019738673
223,4,4,66,46,418.735521759765,360.5795236553212,13.9578507253255,12.019317455177376,104.68388043994125,3.489462681331375
224,2,0,16,0,125.60147296316671,0.0,4.1867157654388905,0.0,62.80073648158336,2.0933578827194452
225,4,1,54,7,355.0493265184117,77.01001206144952,11.834977550613726,2.567000402048317,88.76233162960293,2.9587443876534314
226,2,0,15,0,145.06963656759848,0.0,4.835654552253283,0.0,72.53481828379924,2.4178272761266415
227,5,0,67,0,430.3442862069606,0.0,14.34480954023202,0.0,86.06885724139212,2.868961908046404
228,3,0,36,0,260.85997068522204,0.0,8.695332356174067,0.0,86.95332356174067,2.8984441187246888
229,4,1,55,8,369.9237620262114,90.91703582137876,12.33079206754038,3.030567860712625,92.48094050655286,3.082698016885095
230,1,0,4,0,33.94726345073075,0.0,1.1315754483576916,0.0,33.94726345073075,1.1315754483576916
231,5,1,76,9,447.0754818876027,65.20105436047385,14.902516062920093,2.1733684786824616,89.41509637752054,2.9805032125840185
232,3,0,33,0,267.4524416106103,0.0,8.915081387020344,0.0,89.15081387020344,2.9716937956734477
233,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
234,2,0,30,0,187.22720745846183,0.0,6.240906915282061,0.0,93.61360372923092,3.1204534576410303
235,2,0,26,0,175.0457886039437,0.0,5.834859620131456,0.0,87.52289430197185,2.917429810065728
236,2,0,37,0,216.96933871038766,0.0,7.232311290346255,0.0,108.48466935519383,3.6161556451731274
237,3,0,36,0,258.0108731646251,0.0,8.600362438820834,0.0,86.00362438820837,2.866787479606945
238,5,1,61,14,421.5487726451864,108.94942045167647,14.051625754839545,3.6316473483892158,84.30975452903728,2.810325150967909
239,1,0,11,0,96.0144936001788,0.0,3.20048312000596,0.0,96.0144936001788,3.20048312000596
240,3,0,38,0,246.00758582186984,0.0,8.200252860728995,0.0,82.00252860728995,2.733417620242998
241,4,2,56,30,394.70701634341276,193.7726922563404,13.156900544780427,6.459089741878014,98.67675408585319,3.289225136195107
242,5,0,57,0,434.0658256393353,0.0,14.46886085464451,0.0,86.81316512786705,2.893772170928902
243,4,0,56,0,385.55447217312576,0.0,12.85181573910419,0.0,96.38861804328144,3.2129539347760474
244,3,0,36,0,279.0024324733648,0.0,9.300081082445494,0.0,93.00081082445494,3.1000270274818313
245,3,0,43,0,314.49121642106655,0.0,10.483040547368885,0.0,104.83040547368886,3.494346849122962
246,3,0,35,0,268.4018258521662,0.0,8.946727528405539,0.0,89.4672752840554,2.982242509468513
247,2,0,22,0,158.87425128114972,0.0,5.295808376038323,0.0,79.43712564057486,2.6479041880191616
248,5,2,62,17,436.258019973848,160.99313996879192,14.541933999128267,5.36643799895973,87.2516039947696,2.9083867998256534
249,4,0,51,0,316.09359962625325,0.0,10.536453320875108,0.0,79.02339990656331,2.634113330218777
250,5,3,76,53,427.5311200822148,357.32580540889705,14.251037336073828,11.910860180296568,85.50622401644296,2.8502074672147657
251,1,0,12,0,91.20581895216128,0.0,3.0401939650720426,0.0,91.20581895216128,3.0401939650720426
252,4,2,56,21,362.42053317021055,186.5740106517473,12.080684439007017,6.219133688391576,90.60513329255264,3.0201711097517543
253,1,0,13,0,84.92957843040037,0.0,2.8309859476800123,0.0,84.92957843040037,2.8309859476800123
254,2,0,24,0,181.3429815394509,0.0,6.04476605131503,0.0,90.67149076972545,3.022383025657515
255,1,0,13,0,111.15584041811856,0.0,3.705194680603952,0.0,111.15584041811856,3.705194680603952
256,3,0,34,0,251.89316046944697,0.0,8.3964386823149,0.0,83.96438682314898,2.7988128941049664
257,3,0,44,0,266.9181852695391,0.0,8.897272842317971,0.0,88.9727284231797,2.9657576141059905
258,4,0,59,0,405.36558382151145,0.0,13.512186127383714,0.0,101.34139595537786,3.3780465318459285
259,1,0,11,0,123.81315333530256,0.0,4.127105111176752,0.0,123.81315333530256,4.127105111176752
260,5,8,63,111,427.83870781329153,798.5348811476321,14.261290260443051,26.617829371587742,85.56774156265831,2.8522580520886103
