,Number of Completed Trips,Number of Uncompleted Trips,Number of Completed Orders,Number of Uncompleted Orders,Total Distance Completed Orders (km),Total Distance Uncompleted Orders (km),Total Time Completed Orders (hrs),Total Time Uncompleted Orders (hrs),Average Distance for Successful Orders (km),Average Time for Successful Orders (hrs)
268,6,1,75,10,531.8457675729276,73.76235080869958,17.72819225243092,2.458745026956653,88.64096126215459,2.9546987087384866
269,5,0,57,0,406.7941779243748,0.0,13.559805930812493,0.0,81.35883558487497,2.7119611861624984
270,1,0,10,0,76.96431772964766,0.0,2.565477257654922,0.0,76.96431772964766,2.565477257654922
271,4,0,55,0,400.8051119791088,0.0,13.360170399303627,0.0,100.2012779947772,3.3400425998259067
272,6,3,94,36,621.1616488376021,265.6383610083874,20.70538829458674,8.854612033612913,103.52694147293369,3.45089804909779
273,3,0,42,0,305.5259737735065,0.0,10.18419912578355,0.0,101.8419912578355,3.39473304192785
274,5,0,67,0,416.9008398914908,0.0,13.896694663049693,0.0,83.38016797829816,2.7793389326099387
275,2,0,19,0,181.65793199917348,0.0,6.055264399972449,0.0,90.82896599958674,3.0276321999862246
276,4,0,60,0,408.25282988112593,0.0,13.608427662704198,0.0,102.06320747028148,3.4021069156760495
277,6,0,55,0,446.3878107713627,0.0,14.879593692378757,0.0,74.39796846189378,2.479932282063126
278,2,0,29,0,215.80321829458677,0.0,7.193440609819559,0.0,107.90160914729339,3.5967203049097796
279,5,0,71,0,472.68133029612636,0.0,15.756044343204215,0.0,94.53626605922527,3.151208868640843
280,2,0,21,0,163.00167573215185,0.0,5.433389191071728,0.0,81.50083786607593,2.716694595535864
281,3,0,41,0,300.6924601676798,0.0,10.023082005589327,0.0,100.23082005589328,3.341027335196442
282,6,0,65,0,556.3812711741839,0.0,18.5460423724728,0.0,92.73021186236399,3.0910070620788
283,2,0,17,0,144.48238153205162,0.0,4.8160793844017205,0.0,72.24119076602581,2.4080396922008602
284,7,0,86,0,565.8671353125025,0.0,18.862237843750083,0.0,80.83816218750034,2.694605406250012
285,2,0,17,0,138.6430670386986,0.0,4.62143556795662,0.0,69.3215335193493,2.31071778397831
286,6,4,85,56,563.8115774740122,371.042010091835,18.79371924913374,12.368067003061167,93.9685962456687,3.1322865415222902
287,1,0,8,0,70.14526986079572,0.0,2.338175662026524,0.0,70.14526986079572,2.338175662026524
288,3,0,50,0,343.1351702658474,0.0,11.43783900886158,0.0,114.3783900886158,3.81261300295386
289,3,0,22,0,206.4015844643763,0.0,6.88005281547921,0.0,68.8005281547921,2.29335093849307
290,6,0,82,0,586.9181909853997,0.0,19.56393969951333,0.0,97.81969849756662,3.260656616585555
291,5,0,73,0,471.0359877072911,0.0,15.701199590243034,0.0,94.20719754145821,3.1402399180486067
292,1,0,14,0,77.92304360944621,0.0,2.59743478698154,0.0,77.92304360944621,2.59743478698154
293,4,0,44,0,319.77669654040005,0.0,10.659223218013334,0.0,79.94417413510001,2.6648058045033336
294,6,0,67,0,468.2591014771474,0.0,15.608636715904911,0.0,78.04318357952457,2.6014394526508187
295,3,0,38,0,302.1899591261963,0.0,10.072998637539877,0.0,100.72998637539877,3.3576662125132923
296,2,0,19,0,151.0113753584617,0.0,5.033712511948723,0.0,75.50568767923085,2.5168562559743615
297,4,0,57,0,386.548635802795,0.0,12.88495452675983,0.0,96.63715895069875,3.2212386316899577
298,5,0,69,0,461.7781764238041,0.0,15.39260588079347,0.0,92.35563528476082,3.078521176158694
299,5,0,76,0,489.1144266567425,0.0,16.303814221891415,0.0,97.8228853313485,3.260762844378283
