,Number of Completed Trips,Number of Uncompleted Trips,Number of Completed Orders,Number of Uncompleted Orders,Total Distance Completed Orders (km),Total Distance Uncompleted Orders (km),Total Time Completed Orders (hrs),Total Time Uncompleted Orders (hrs),Average Distance for Successful Orders (km),Average Time for Successful Orders (hrs)
35,3,0,28,0,230.5976870382167,0.0,7.6865895679405565,0.0,76.86589567940557,2.562196522646852
36,4,0,52,0,330.2429193844873,0.0,11.008097312816245,0.0,82.56072984612183,2.7520243282040613
37,1,0,15,0,85.09675470320533,0.0,2.8365584901068446,0.0,85.09675470320533,2.8365584901068446
38,6,2,88,27,603.3207967730706,183.25695605094467,20.11069322576902,6.1085652016981555,100.5534661288451,3.3517822042948366
39,4,0,49,0,355.6679798139526,0.0,11.855599327131756,0.0,88.91699495348816,2.963899831782939
40,3,0,46,0,272.89085862254467,0.0,9.09636195408482,0.0,90.96361954084823,3.032120651361607
41,4,0,51,0,352.4668290595488,0.0,11.748894301984958,0.0,88.1167072648872,2.9372235754962395
42,3,0,35,0,277.38604129929115,0.0,9.246201376643038,0.0,92.46201376643039,3.0820671255476793
43,2,0,22,0,157.87995509928538,0.0,5.262665169976179,0.0,78.93997754964269,2.6313325849880895
44,6,0,64,0,514.3557429391637,0.0,17.145191431305463,0.0,85.72595715652729,2.857531905217577
45,4,0,44,0,336.8795720803616,0.0,11.229319069345387,0.0,84.2198930200904,2.8073297673363466
46,5,0,56,0,374.2104689256387,0.0,12.473682297521288,0.0,74.84209378512773,2.4947364595042574
47,1,0,12,0,84.71943105385513,0.0,2.8239810351285044,0.0,84.71943105385513,2.8239810351285044
48,1,0,7,0,72.57478053799035,0.0,2.419159351266345,0.0,72.57478053799035,2.419159351266345
49,6,0,79,0,527.0516926264739,0.0,17.568389754215797,0.0,87.84194877107899,2.928064959035966
50,3,0,40,0,240.47145203719947,0.0,8.01571506790665,0.0,80.15715067906649,2.6719050226355496
51,2,0,24,0,198.3814912645958,0.0,6.612716375486527,0.0,99.1907456322979,3.3063581877432635
52,2,0,19,0,142.40262145300323,0.0,4.7467540484334405,0.0,71.20131072650162,2.3733770242167203
53,4,0,56,0,375.46847499624596,0.0,12.5156158332082,0.0,93.86711874906149,3.12890395830205
54,3,0,36,0,276.2280932477675,0.0,9.207603108258917,0.0,92.07603108258917,3.0692010360863056
55,3,0,33,0,269.39160173234933,0.0,8.979720057744977,0.0,89.79720057744977,2.9932400192483257
56,3,0,50,0,309.6490040218204,0.0,10.321633467394015,0.0,103.21633467394014,3.4405444891313386
57,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
58,6,0,81,0,578.2073199361921,0.0,19.2735773312064,0.0,96.36788665603201,3.2122628885344002
59,4,0,53,0,343.980127582157,0.0,11.466004252738571,0.0,85.99503189553926,2.866501063184643
60,1,0,5,0,70.13048682562551,0.0,2.337682894187517,0.0,70.13048682562551,2.337682894187517
61,1,0,8,0,69.73903738007486,0.0,2.3246345793358287,0.0,69.73903738007486,2.3246345793358287
62,3,0,37,0,276.6631203066691,0.0,9.222104010222305,0.0,92.22104010222303,3.0740346700741017
63,5,0,56,0,385.388081738936,0.0,12.846269391297866,0.0,77.0776163477872,2.5692538782595733
64,4,0,56,0,422.2519976890815,0.0,14.075066589636048,0.0,105.56299942227038,3.518766647409012
65,4,0,50,0,328.76746573716656,0.0,10.958915524572218,0.0,82.19186643429164,2.7397288811430545
66,2,0,18,0,170.4777925794396,0.0,5.6825930859813205,0.0,85.2388962897198,2.8412965429906603
67,6,0,67,0,447.4061003448034,0.0,14.913536678160114,0.0,74.56768339080057,2.4855894463600188
68,1,0,8,0,80.85707275721697,0.0,2.695235758573899,0.0,80.85707275721697,2.695235758573899
69,6,1,94,8,614.6067853562686,79.57442781006061,20.486892845208953,2.65248092700202,102.43446422604477,3.414482140868159
70,3,0,38,0,263.0233012033,0.0,8.767443373443331,0.0,87.67443373443332,2.9224811244811106
71,3,0,25,0,228.94867411699704,0.0,7.631622470566567,0.0,76.31622470566568,2.5438741568555225
72,2,0,21,0,171.52369162106484,0.0,5.717456387368828,0.0,85.76184581053242,2.858728193684414
73,6,0,78,0,542.1735203867286,0.0,18.07245067955762,0.0,90.3622533977881,3.0120751132596033
74,3,0,48,0,273.3105210585403,0.0,9.110350701951342,0.0,91.10350701951343,3.036783567317114
75,5,0,68,0,484.5926521348443,0.0,16.15308840449481,0.0,96.91853042696886,3.2306176808989617
76,4,0,44,0,324.3867452484758,0.0,10.812891508282526,0.0,81.09668631211895,2.7032228770706315
77,4,0,53,0,357.94324469803684,0.0,11.931441489934564,0.0,89.48581117450921,2.982860372483641
78,3,0,38,0,272.9982829999942,0.0,9.099942766666473,0.0,90.99942766666474,3.033314255555491
79,4,0,46,0,339.58139968054,0.0,11.319379989351333,0.0,84.895349920135,2.8298449973378332
80,3,0,25,0,175.754290249558,0.0,5.858476341651934,0.0,58.58476341651934,1.9528254472173112
81,6,0,79,0,584.04909458818,0.0,19.46830315293933,0.0,97.34151576469667,3.244717192156555
82,5,0,60,0,467.80979831091236,0.0,15.593659943697078,0.0,93.56195966218247,3.1187319887394156
83,2,0,17,0,132.5733086644962,0.0,4.41911028881654,0.0,66.2866543322481,2.20955514440827
84,3,0,43,0,286.67889778232103,0.0,9.555963259410703,0.0,95.55963259410701,3.185321086470234
85,5,0,59,0,398.6831782589326,0.0,13.289439275297756,0.0,79.73663565178653,2.6578878550595513
86,6,0,68,0,479.21813110606365,0.0,15.973937703535457,0.0,79.86968851767728,2.662322950589243
87,2,0,25,0,192.38495722142926,0.0,6.412831907380976,0.0,96.19247861071463,3.206415953690488
88,2,0,23,0,182.9965751761906,0.0,6.099885839206353,0.0,91.4982875880953,3.0499429196031764
89,1,0,9,0,77.98159322510426,0.0,2.599386440836809,0.0,77.98159322510426,2.599386440836809
90,7,0,85,0,605.6073896729544,0.0,20.18691298909848,0.0,86.51534138185062,2.8838447127283544
91,2,0,29,0,193.9455973797731,0.0,6.464853245992437,0.0,96.97279868988655,3.2324266229962184
92,5,0,74,0,491.054262286434,0.0,16.3684754095478,0.0,98.21085245728679,3.2736950819095596
93,6,2,73,26,563.9965337567647,178.25229107692695,18.79988445855882,5.941743035897565,93.99942229279412,3.1333140764264704
94,5,0,72,0,452.56966656421105,0.0,15.085655552140366,0.0,90.51393331284221,3.0171311104280734
95,1,0,15,0,125.39381891461713,0.0,4.179793963820571,0.0,125.39381891461713,4.179793963820571
96,5,0,68,0,495.2865003361157,0.0,16.509550011203856,0.0,99.05730006722314,3.3019100022407715
97,2,0,22,0,195.19067663569697,0.0,6.506355887856566,0.0,97.59533831784849,3.253177943928283
98,4,0,57,0,401.0650536829436,0.0,13.368835122764786,0.0,100.2662634207359,3.3422087806911964
99,2,0,24,0,167.95859579301896,0.0,5.5986198597672985,0.0,83.97929789650948,2.7993099298836492
100,3,0,46,0,317.8087532384477,0.0,10.593625107948256,0.0,105.93625107948257,3.531208369316085
101,4,0,53,0,375.66874534774126,0.0,12.522291511591375,0.0,93.91718633693532,3.1305728778978437
102,5,0,69,0,484.9095845364746,0.0,16.163652817882486,0.0,96.98191690729492,3.232730563576497
103,4,0,62,0,414.76414096690564,0.0,13.82547136556352,0.0,103.69103524172641,3.45636784139088
104,3,0,30,0,199.24068557095893,0.0,6.641356185698631,0.0,66.4135618569863,2.2137853952328768
105,2,0,41,0,200.13162368563576,0.0,6.671054122854525,0.0,100.06581184281788,3.3355270614272623
106,2,0,25,0,171.9690631160724,0.0,5.732302103869079,0.0,85.9845315580362,2.8661510519345397
107,5,0,71,0,447.85714926206595,0.0,14.928571642068865,0.0,89.57142985241319,2.9857143284137733
108,1,0,5,0,73.47403126495342,0.0,2.4491343754984474,0.0,73.47403126495342,2.4491343754984474
109,1,0,3,0,61.88021472152673,0.0,2.062673824050891,0.0,61.88021472152673,2.062673824050891
110,4,0,52,0,347.6316108263321,0.0,11.587720360877736,0.0,86.90790270658303,2.896930090219434
111,7,3,85,37,580.3609736225402,255.7347704748697,19.345365787418007,8.524492349162323,82.90871051750574,2.763623683916858
112,6,0,95,0,594.345499780838,0.0,19.81151665936127,0.0,99.05758329680634,3.3019194432268786
113,5,0,53,0,414.23168168717484,0.0,13.80772272290583,0.0,82.84633633743496,2.7615445445811657
114,6,0,86,0,529.2931277138199,0.0,17.64310425712733,0.0,88.21552128563665,2.940517376187888
115,4,0,65,0,416.6765312285651,0.0,13.889217707618837,0.0,104.16913280714128,3.472304426904709
116,2,0,18,0,165.73058645328769,0.0,5.524352881776256,0.0,82.86529322664384,2.762176440888128
117,3,0,46,0,283.9464183302234,0.0,9.464880611007446,0.0,94.64880611007447,3.1549602036691486
118,6,0,72,0,527.3015038507149,0.0,17.576716795023827,0.0,87.88358397511915,2.929452799170638
119,3,0,39,0,274.88114598308937,0.0,9.16270486610298,0.0,91.62704866102979,3.0542349553676598
120,5,0,71,0,490.6597887920171,0.0,16.355326293067236,0.0,98.13195775840342,3.271065258613447
121,1,0,6,0,34.464979064445885,0.0,1.1488326354815295,0.0,34.464979064445885,1.1488326354815295
122,6,5,90,70,621.7623652460071,468.4201715184747,20.725412174866904,15.61400571728249,103.62706087433452,3.4542353624778173
123,5,0,61,0,435.9284743296399,0.0,14.530949144321331,0.0,87.18569486592799,2.9061898288642665
124,5,0,65,0,509.32621751084787,0.0,16.97754058369493,0.0,101.86524350216958,3.3955081167389856
125,4,0,44,0,320.65360649913737,0.0,10.688453549971246,0.0,80.16340162478434,2.6721133874928116
126,3,0,48,0,332.774622793072,0.0,11.092487426435735,0.0,110.92487426435734,3.6974958088119116
127,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
128,2,0,18,0,149.4216090966881,0.0,4.980720303222936,0.0,74.71080454834404,2.490360151611468
129,3,0,33,0,258.31309557293656,0.0,8.610436519097886,0.0,86.10436519097885,2.870145506365962
130,5,0,59,0,456.67412147123207,0.0,15.222470715707736,0.0,91.33482429424642,3.0444941431415473
131,6,2,79,17,565.5975908915675,156.55653058178137,18.853253029718918,5.218551019392713,94.26626514859458,3.142208838286486
132,4,0,47,0,379.61884819362064,0.0,12.653961606454022,0.0,94.90471204840516,3.1634904016135055
133,3,0,43,0,269.0037483186728,0.0,8.966791610622428,0.0,89.66791610622427,2.988930536874143
134,3,0,36,0,304.67359932884335,0.0,10.155786644294778,0.0,101.55786644294778,3.3852622147649263
135,4,0,57,0,376.71144496285143,0.0,12.55704816542838,0.0,94.17786124071286,3.139262041357095
136,4,0,54,0,385.6574232554483,0.0,12.855247441848274,0.0,96.41435581386207,3.2138118604620685
137,4,0,55,0,340.4191919967306,0.0,11.347306399891021,0.0,85.10479799918265,2.8368265999727553
138,3,0,34,0,271.5599400201513,0.0,9.051998000671713,0.0,90.5199800067171,3.017332666890571
139,3,0,29,0,171.9253887398958,0.0,5.73084629132986,0.0,57.3084629132986,1.9102820971099534
140,5,0,79,0,520.2175135207613,0.0,17.340583784025377,0.0,104.04350270415225,3.4681167568050753
141,3,0,39,0,296.89363251447395,0.0,9.896454417149132,0.0,98.96454417149131,3.2988181390497107
142,4,0,56,0,368.9818253475944,0.0,12.299394178253147,0.0,92.2454563368986,3.0748485445632867
143,1,0,14,0,98.61473922687266,0.0,3.2871579742290886,0.0,98.61473922687266,3.2871579742290886
144,2,0,31,0,189.69525417251742,0.0,6.323175139083915,0.0,94.84762708625871,3.1615875695419575
145,1,0,16,0,86.79360273270908,0.0,2.8931200910903025,0.0,86.79360273270908,2.8931200910903025
146,3,0,33,0,241.8104741786837,0.0,8.060349139289457,0.0,80.60349139289457,2.686783046429819
147,1,0,11,0,89.65431842545894,0.0,2.9884772808486315,0.0,89.65431842545894,2.9884772808486315
148,5,0,57,0,417.84271509024546,0.0,13.928090503008184,0.0,83.5685430180491,2.7856181006016367
149,1,0,12,0,78.56575314711432,0.0,2.6188584382371443,0.0,78.56575314711432,2.6188584382371443
150,6,0,85,0,576.8161702979469,0.0,19.227205676598228,0.0,96.13602838299114,3.204534279433038
151,7,2,90,25,627.2558442677908,181.77895689474695,20.908528142259694,6.059298563158231,89.60797775254154,2.9869325917513847
152,5,0,65,0,432.15402522982583,0.0,14.405134174327525,0.0,86.43080504596517,2.881026834865505
153,5,0,70,0,484.98637704687974,0.0,16.166212568229323,0.0,96.99727540937594,3.2332425136458647
154,2,0,27,0,187.60399655894412,0.0,6.253466551964804,0.0,93.80199827947206,3.126733275982402
155,6,0,65,0,504.4008461120335,0.0,16.813361537067784,0.0,84.06680768533892,2.8022269228446306
156,2,0,16,0,148.61160507873234,0.0,4.953720169291079,0.0,74.30580253936617,2.4768600846455393
157,4,0,51,0,362.31115948895854,0.0,12.077038649631952,0.0,90.57778987223963,3.019259662407988
158,2,0,16,0,150.1241799033075,0.0,5.004139330110249,0.0,75.06208995165375,2.5020696650551244
159,3,0,41,0,270.40510729484976,0.0,9.013503576494992,0.0,90.13503576494992,3.0045011921649976
160,5,0,66,0,467.5583774894876,0.0,15.585279249649588,0.0,93.51167549789753,3.1170558499299177
161,3,0,43,0,251.06659051049633,0.0,8.368886350349879,0.0,83.68886350349878,2.7896287834499596
162,1,0,10,0,84.65905817739315,0.0,2.821968605913105,0.0,84.65905817739315,2.821968605913105
163,3,0,42,0,279.6361297146947,0.0,9.321204323823157,0.0,93.21204323823156,3.107068107941052
164,2,0,22,0,165.3962530289298,0.0,5.51320843429766,0.0,82.6981265144649,2.75660421714883
165,2,0,16,0,116.96995761813486,0.0,3.898998587271161,0.0,58.48497880906743,1.9494992936355806
166,5,0,60,0,436.42351112975075,0.0,14.547450370991692,0.0,87.28470222595016,2.9094900741983385
167,2,0,24,0,198.46928780340244,0.0,6.615642926780081,0.0,99.23464390170122,3.3078214633900407
168,6,3,83,35,541.1014042992284,261.322537828833,18.036713476640948,8.7107512609611,90.18356738320473,3.0061189127734913
169,4,0,60,0,359.29888472326104,0.0,11.976629490775368,0.0,89.82472118081526,2.994157372693842
170,7,3,81,29,575.9289682448888,254.07417124346665,19.197632274829633,8.469139041448887,82.27556689212697,2.7425188964042335
171,5,0,60,0,415.9354723029417,0.0,13.86451574343139,0.0,83.18709446058834,2.772903148686278
172,4,0,50,0,365.6002751328665,0.0,12.186675837762218,0.0,91.40006878321662,3.0466689594405545
173,6,3,80,51,553.4697712356824,307.4457924851275,18.448992374522742,10.248193082837584,92.24496187261373,3.074832062420457
174,3,0,30,0,246.78801514312923,0.0,8.226267171437641,0.0,82.26267171437641,2.7420890571458805
175,5,0,68,0,426.1387279531033,0.0,14.20462426510344,0.0,85.22774559062066,2.840924853020688
176,2,0,20,0,150.73223698503386,0.0,5.024407899501129,0.0,75.36611849251693,2.5122039497505644
177,3,0,32,0,215.46406285710515,0.0,7.182135428570172,0.0,71.82135428570172,2.394045142856724
178,2,0,20,0,148.27426952515424,0.0,4.942475650838475,0.0,74.13713476257712,2.4712378254192373
179,6,2,76,19,561.3680233464535,160.7506680201331,18.712267444881782,5.3583556006711035,93.56133722440892,3.11871124081363
180,3,0,38,0,250.69603216536854,0.0,8.356534405512285,0.0,83.56534405512285,2.785511468504095
181,6,0,80,0,531.1810256864917,0.0,17.706034189549726,0.0,88.53017094774862,2.9510056982582875
182,6,0,90,0,653.485449267834,0.0,21.7828483089278,0.0,108.91424154463901,3.6304747181546335
183,4,0,55,0,405.3357545495758,0.0,13.511191818319196,0.0,101.33393863739396,3.377797954579799
184,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
185,1,0,8,0,78.26342310110564,0.0,2.6087807700368546,0.0,78.26342310110564,2.6087807700368546
186,3,0,42,0,255.4983771376501,0.0,8.516612571255003,0.0,85.16612571255003,2.8388708570850008
187,3,0,30,0,173.3954630405791,0.0,5.779848768019303,0.0,57.798487680193034,1.9266162560064342
188,7,3,90,47,597.9103598119159,317.2060007250218,19.930345327063865,10.573533357500729,85.41576568741655,2.8471921895805523
189,4,0,47,0,319.02807942740156,0.0,10.634269314246716,0.0,79.75701985685039,2.658567328561679
190,6,0,85,0,579.0580586699773,0.0,19.30193528899924,0.0,96.50967644499622,3.2169892148332067
191,6,2,82,26,584.9185222227725,203.6767958282611,19.497284074092416,6.7892265276087045,97.48642037046208,3.2495473456820694
192,4,0,47,0,350.99538368054186,0.0,11.699846122684729,0.0,87.74884592013547,2.9249615306711823
193,4,0,62,0,410.07038889934233,0.0,13.669012963311411,0.0,102.51759722483558,3.417253240827853
194,5,0,60,0,429.518061554173,0.0,14.317268718472434,0.0,85.9036123108346,2.8634537436944867
195,3,0,48,0,273.0902297301378,0.0,9.10300765767126,0.0,91.0300765767126,3.0343358858904197
196,5,0,63,0,432.08779391869194,0.0,14.402926463956398,0.0,86.41755878373839,2.8805852927912796
197,1,0,9,0,82.15758984321907,0.0,2.7385863281073024,0.0,82.15758984321907,2.7385863281073024
198,7,4,98,64,599.8031000878008,412.1729168648112,19.99343666959336,13.739097228827042,85.68615715540011,2.856205238513337
199,2,0,17,0,141.94496454905777,0.0,4.731498818301925,0.0,70.97248227452889,2.3657494091509625
200,4,0,57,0,354.88928451435237,0.0,11.829642817145078,0.0,88.72232112858809,2.9574107042862696
201,4,0,63,0,436.0564319192374,0.0,14.535214397307914,0.0,109.01410797980935,3.6338035993269786
202,2,0,19,0,138.88615103930323,0.0,4.6295383679767745,0.0,69.44307551965161,2.3147691839883873
203,3,0,38,0,234.20252239354906,0.0,7.806750746451636,0.0,78.06750746451635,2.602250248817212
204,1,0,11,0,89.61395659196911,0.0,2.9871318863989704,0.0,89.61395659196911,2.9871318863989704
205,4,0,48,0,299.83470265284603,0.0,9.994490088428202,0.0,74.95867566321151,2.4986225221070506
206,4,0,53,0,326.3697627742306,0.0,10.878992092474352,0.0,81.59244069355765,2.719748023118588
207,4,0,61,0,374.95870451717724,0.0,12.498623483905908,0.0,93.73967612929431,3.124655870976477
208,2,0,25,0,149.7059046274986,0.0,4.99019682091662,0.0,74.8529523137493,2.49509841045831
209,3,0,41,0,286.0700853907714,0.0,9.535669513025713,0.0,95.35669513025714,3.178556504341904
210,6,0,84,0,570.3699096064012,0.0,19.012330320213373,0.0,95.06165160106686,3.168721720035562
211,2,0,19,0,190.0083588624445,0.0,6.333611962081484,0.0,95.00417943122225,3.166805981040742
212,5,0,66,0,411.2102685572621,0.0,13.707008951908737,0.0,82.24205371145243,2.7414017903817474
213,5,0,71,0,453.82973053849884,0.0,15.127657684616626,0.0,90.76594610769976,3.0255315369233253
214,7,5,87,73,585.0349574330437,508.7406837978837,19.501165247768125,16.958022793262792,83.57642249043481,2.785880749681161
215,4,0,51,0,364.6415478409558,0.0,12.154718261365193,0.0,91.16038696023895,3.0386795653412983
216,4,0,34,0,290.89644582358943,0.0,9.696548194119647,0.0,72.72411145589736,2.4241370485299116
217,5,0,66,0,441.03790774143295,0.0,14.701263591381096,0.0,88.20758154828658,2.940252718276219
218,4,0,48,0,331.2697805668383,0.0,11.04232601889461,0.0,82.81744514170957,2.7605815047236524
219,3,0,37,0,284.30944859933646,0.0,9.476981619977883,0.0,94.76981619977882,3.158993873325961
220,4,0,49,0,376.5530615914121,0.0,12.551768719713737,0.0,94.13826539785302,3.137942179928434
221,4,0,56,0,339.61638871102974,0.0,11.320546290367659,0.0,84.90409717775744,2.8301365725919148
222,6,0,78,0,540.7129833073568,0.0,18.023766110245226,0.0,90.11883055122614,3.0039610183742043
223,2,0,27,0,173.6496369166856,0.0,5.788321230556187,0.0,86.8248184583428,2.8941606152780937
224,4,0,58,0,364.01916025640537,0.0,12.133972008546843,0.0,91.00479006410134,3.033493002136711
225,3,0,31,0,243.13860169163232,0.0,8.104620056387743,0.0,81.04620056387743,2.701540018795914
226,2,0,30,0,192.5553389339112,0.0,6.41851129779704,0.0,96.2776694669556,3.20925564889852
227,7,0,85,0,623.1302078560709,0.0,20.7710069285357,0.0,89.01860112229585,2.9672867040765287
228,4,0,58,0,331.9139913360752,0.0,11.063799711202506,0.0,82.9784978340188,2.7659499278006265
229,3,0,31,0,228.2591744494206,0.0,7.608639148314019,0.0,76.0863914831402,2.536213049438006
230,5,0,74,0,488.2457695447658,0.0,16.274858984825524,0.0,97.64915390895315,3.254971796965105
231,4,0,55,0,366.29225327440827,0.0,12.209741775813608,0.0,91.57306331860207,3.052435443953402
232,2,0,30,0,225.37487735345707,0.0,7.512495911781903,0.0,112.68743867672853,3.7562479558909514
233,2,0,29,0,160.91102978631233,0.0,5.363700992877077,0.0,80.45551489315616,2.6818504964385386
234,3,0,42,0,281.68936752703917,0.0,9.38964558423464,0.0,93.89645584234638,3.1298818614115462
235,6,3,71,41,521.6431675965646,268.4305635151335,17.388105586552154,8.94768545050445,86.94052793276076,2.898017597758692
236,7,0,77,0,615.9438158338754,0.0,20.531460527795847,0.0,87.99197369055364,2.933065789685121
237,5,0,74,0,516.647326669342,0.0,17.221577555644735,0.0,103.3294653338684,3.444315511128947
238,1,0,8,0,76.34983336550171,0.0,2.5449944455167235,0.0,76.34983336550171,2.5449944455167235
239,4,0,59,0,407.817298509885,0.0,13.5939099503295,0.0,101.95432462747125,3.398477487582375
240,5,0,70,0,497.163686420153,0.0,16.572122880671767,0.0,99.4327372840306,3.3144245761343534
241,3,0,45,0,278.0290264508544,0.0,9.26763421502848,0.0,92.67634215028481,3.089211405009493
242,6,2,101,29,588.2924868912299,187.3140932277222,19.609749563041,6.24380310759074,98.04874781520499,3.2682915938401664
243,5,0,65,0,442.76188035594174,0.0,14.758729345198057,0.0,88.55237607118835,2.9517458690396117
244,4,0,60,0,401.7242899410786,0.0,13.390809664702621,0.0,100.43107248526965,3.3477024161756552
245,5,0,66,0,459.9653784395464,0.0,15.332179281318215,0.0,91.99307568790928,3.066435856263643
246,4,0,42,0,296.27170849278843,0.0,9.875723616426283,0.0,74.06792712319711,2.468930904106571
247,4,0,60,0,359.88397191525695,0.0,11.99613239717523,0.0,89.97099297881424,2.9990330992938077
248,6,0,81,0,505.72275667486724,0.0,16.857425222495575,0.0,84.28712611247788,2.809570870415929
249,7,0,81,0,584.7842386759509,0.0,19.49280795586503,0.0,83.54060552513583,2.7846868508378613
250,1,0,3,0,24.69934492982751,0.0,0.823311497660917,0.0,24.69934492982751,0.823311497660917
251,2,0,27,0,181.9047404657918,0.0,6.063491348859728,0.0,90.9523702328959,3.031745674429864
252,5,0,62,0,423.3746753170815,0.0,14.11248917723605,0.0,84.6749350634163,2.82249783544721
253,2,0,20,0,146.51900956774227,0.0,4.883966985591409,0.0,73.25950478387114,2.4419834927957047
254,1,0,14,0,74.15086801469437,0.0,2.471695600489812,0.0,74.15086801469437,2.471695600489812
255,1,0,5,0,59.35361467696667,0.0,1.9784538225655557,0.0,59.35361467696667,1.9784538225655557
256,4,0,50,0,350.80477556532816,0.0,11.693492518844272,0.0,87.70119389133204,2.923373129711068
257,1,0,4,0,48.43977965527375,0.0,1.6146593218424585,0.0,48.43977965527375,1.6146593218424585
258,5,0,66,0,463.8222043782629,0.0,15.460740145942095,0.0,92.76444087565258,3.092148029188419
259,4,0,54,0,357.35464107391743,0.0,11.911821369130582,0.0,89.33866026847936,2.9779553422826455
260,1,0,5,0,71.25230549234392,0.0,2.3750768497447976,0.0,71.25230549234392,2.3750768497447976
261,2,0,21,0,162.44693246236614,0.0,5.414897748745537,0.0,81.22346623118307,2.7074488743727687
262,3,0,34,0,264.3961838198111,0.0,8.813206127327039,0.0,88.13206127327037,2.9377353757756794
263,1,0,9,0,71.31738707467817,0.0,2.3772462358226054,0.0,71.31738707467817,2.3772462358226054
264,5,0,74,0,467.47846516026175,0.0,15.58261550534206,0.0,93.49569303205234,3.1165231010684122
265,2,0,28,0,182.09713332312612,0.0,6.069904444104203,0.0,91.04856666156306,3.0349522220521017
266,3,0,39,0,297.04747463806666,0.0,9.901582487935556,0.0,99.01582487935555,3.300527495978519
267,3,0,31,0,240.89409848140934,0.0,8.029803282713644,0.0,80.29803282713645,2.6766010942378813
