,Number of Completed Trips,Number of Uncompleted Trips,Number of Completed Orders,Number of Uncompleted Orders,Total Distance Completed Orders (km),Total Distance Uncompleted Orders (km),Total Time Completed Orders (hrs),Total Time Uncompleted Orders (hrs),Average Distance for Successful Orders (km),Average Time for Successful Orders (hrs)
97,2,0,22,0,193.68445110540387,0.0,6.456148370180129,0.0,96.84222555270193,3.2280741850900645
98,4,0,57,0,408.45748966381996,0.0,13.615249655460666,0.0,102.11437241595499,3.4038124138651664
99,2,0,24,0,169.20966517486488,0.0,5.640322172495496,0.0,84.60483258743244,2.820161086247748
100,3,0,46,0,319.90371773486925,0.0,10.663457257828973,0.0,106.63457257828975,3.554485752609658
101,4,0,53,0,358.6151318407824,0.0,11.95383772802608,0.0,89.6537829601956,2.98845943200652
102,5,0,69,0,496.6786757029115,0.0,16.555955856763717,0.0,99.3357351405823,3.3111911713527435
103,4,0,62,0,422.68234524196845,0.0,14.089411508065613,0.0,105.67058631049211,3.522352877016403
104,3,0,30,0,189.9543880469077,0.0,6.331812934896923,0.0,63.31812934896923,2.1106043116323074
105,2,0,41,0,204.36854547156082,0.0,6.812284849052028,0.0,102.18427273578041,3.406142424526014
106,2,0,25,0,171.31622454010142,0.0,5.7105408180033805,0.0,85.65811227005071,2.8552704090016903
107,5,0,71,0,453.7575072379245,0.0,15.125250241264151,0.0,90.7515014475849,3.0250500482528304
108,1,0,5,0,73.3994382776851,0.0,2.4466479425895034,0.0,73.3994382776851,2.4466479425895034
109,1,0,3,0,68.25346345578697,0.0,2.275115448526232,0.0,68.25346345578697,2.275115448526232
110,4,0,52,0,355.8478521910452,0.0,11.861595073034842,0.0,88.9619630477613,2.9653987682587104
111,7,3,85,37,570.7637687825629,256.90044461848913,19.025458959418764,8.563348153949637,81.53768125465184,2.717922708488395
112,6,0,95,0,602.054278363163,0.0,20.068475945438767,0.0,100.34237972719383,3.344745990906461
113,5,0,53,0,418.51602124514864,0.0,13.950534041504955,0.0,83.70320424902972,2.7901068083009912
114,6,0,86,0,530.7126909164369,0.0,17.690423030547898,0.0,88.4521151527395,2.9484038384246496
115,4,0,65,0,421.96130939974597,0.0,14.065376979991532,0.0,105.49032734993649,3.516344244997883
116,2,0,18,0,172.6337357387123,0.0,5.754457857957076,0.0,86.31686786935614,2.877228928978538
117,3,0,46,0,283.9034019550238,0.0,9.463446731834129,0.0,94.63446731834127,3.1544822439447096
118,6,0,72,0,540.0986053651203,0.0,18.00328684550401,0.0,90.01643422752005,3.000547807584002
119,3,0,39,0,273.7199176927919,0.0,9.1239972564264,0.0,91.23997256426397,3.0413324188088
120,5,0,71,0,492.33132325444996,0.0,16.41104410848167,0.0,98.46626465089,3.282208821696334
121,1,0,6,0,63.47815739919038,0.0,2.1159385799730126,0.0,63.47815739919038,2.1159385799730126
122,6,5,90,70,632.650478872372,474.97445132677774,21.088349295745736,15.83248171089259,105.44174647872866,3.5147248826242894
123,5,0,61,0,437.1665641410391,0.0,14.572218804701304,0.0,87.43331282820782,2.914443760940261
124,5,0,65,0,523.366381532294,0.0,17.445546051076466,0.0,104.6732763064588,3.489109210215293
125,4,0,44,0,334.8716662166798,0.0,11.162388873889327,0.0,83.71791655416995,2.7905972184723318
126,3,0,48,0,332.19002560928413,0.0,11.073000853642803,0.0,110.73000853642804,3.691000284547601
127,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
128,2,0,18,0,139.74240625365115,0.0,4.658080208455038,0.0,69.87120312682558,2.329040104227519
129,3,0,33,0,267.57867883553183,0.0,8.919289294517728,0.0,89.19289294517728,2.9730964315059096
130,5,0,59,0,451.85345984842513,0.0,15.061781994947506,0.0,90.37069196968503,3.012356398989501
131,6,2,79,17,562.3443929097307,164.77381624886425,18.744813096991024,5.492460541628809,93.72406548495512,3.1241355161651705
132,4,0,47,0,384.686583510335,0.0,12.822886117011167,0.0,96.17164587758376,3.205721529252792
133,3,0,43,0,268.69407030834367,0.0,8.956469010278123,0.0,89.56469010278123,2.985489670092708
134,3,0,36,0,306.93749300457034,0.0,10.231249766819012,0.0,102.31249766819012,3.4104165889396705
135,4,0,57,0,387.93281993218835,0.0,12.931093997739612,0.0,96.98320498304709,3.232773499434903
136,4,0,54,0,393.8743017769325,0.0,13.129143392564416,0.0,98.46857544423312,3.282285848141104
137,4,0,55,0,357.4367329980812,0.0,11.914557766602707,0.0,89.3591832495203,2.9786394416506767
138,3,0,34,0,278.32636673377,0.0,9.277545557792333,0.0,92.77545557792332,3.0925151859307776
139,3,0,29,0,161.425853544323,0.0,5.380861784810767,0.0,53.808617848107666,1.7936205949369224
140,5,0,79,0,528.582954763488,0.0,17.619431825449603,0.0,105.7165909526976,3.5238863650899206
141,3,0,39,0,300.4850151314658,0.0,10.01616717104886,0.0,100.16167171048859,3.33872239034962
142,4,0,56,0,338.44191844243045,0.0,11.28139728141435,0.0,84.61047961060761,2.8203493203535874
143,1,0,14,0,98.48037471998182,0.0,3.2826791573327276,0.0,98.48037471998182,3.2826791573327276
144,2,0,31,0,193.99402937994475,0.0,6.466467645998158,0.0,96.99701468997237,3.233233822999079
145,1,0,16,0,87.49231209741856,0.0,2.9164104032472853,0.0,87.49231209741856,2.9164104032472853
146,3,0,33,0,233.89289325676165,0.0,7.796429775225389,0.0,77.96429775225388,2.5988099250751295
147,1,0,11,0,92.51083247329045,0.0,3.0836944157763484,0.0,92.51083247329045,3.0836944157763484
148,5,0,57,0,429.5863043818574,0.0,14.319543479395247,0.0,85.91726087637149,2.8639086958790494
149,1,0,12,0,80.03097558278532,0.0,2.667699186092844,0.0,80.03097558278532,2.667699186092844
150,6,0,85,0,582.2283502385249,0.0,19.4076116746175,0.0,97.03805837308748,3.234601945769583
151,7,2,92,23,625.1831758459155,195.43095114435812,20.839439194863846,6.514365038145272,89.3118822637022,2.977062742123407
152,5,0,65,0,446.88325378127786,0.0,14.89610845937593,0.0,89.37665075625557,2.979221691875186
153,5,0,70,0,488.02047853279925,0.0,16.267349284426643,0.0,97.60409570655985,3.253469856885329
154,2,0,27,0,190.51678704582454,0.0,6.350559568194152,0.0,95.25839352291227,3.175279784097076
155,6,0,65,0,527.4389004325674,0.0,17.581296681085576,0.0,87.90648340542789,2.9302161135142626
156,2,0,16,0,146.8355380892529,0.0,4.89451793630843,0.0,73.41776904462645,2.447258968154215
157,4,0,51,0,364.6702716206492,0.0,12.155675720688304,0.0,91.1675679051623,3.038918930172076
158,2,0,16,0,150.16328063203838,0.0,5.005442687734612,0.0,75.08164031601919,2.502721343867306
159,3,0,41,0,274.5930146644392,0.0,9.153100488814639,0.0,91.5310048881464,3.0510334962715464
160,5,0,66,0,470.3782649453149,0.0,15.679275498177166,0.0,94.07565298906299,3.135855099635433
161,3,0,43,0,257.32405675027815,0.0,8.577468558342604,0.0,85.77468558342605,2.8591561861142014
162,1,0,10,0,86.28159412341037,0.0,2.876053137447012,0.0,86.28159412341037,2.876053137447012
163,3,0,42,0,278.5885077874981,0.0,9.286283592916604,0.0,92.86283592916602,3.0954278643055346
164,2,0,22,0,168.35929327821583,0.0,5.611976442607194,0.0,84.17964663910792,2.805988221303597
165,2,0,16,0,133.9064771308287,0.0,4.46354923769429,0.0,66.95323856541435,2.231774618847145
166,5,0,60,0,428.48469020263184,0.0,14.282823006754395,0.0,85.69693804052636,2.856564601350879
167,2,0,24,0,209.69865828751148,0.0,6.989955276250383,0.0,104.84932914375574,3.4949776381251914
168,6,3,83,35,550.8798305559276,263.8177339993352,18.36266101853092,8.793924466644507,91.8133050926546,3.0604435030884862
169,4,0,60,0,359.3195107608132,0.0,11.97731702536044,0.0,89.8298776902033,2.99432925634011
170,7,3,81,29,561.5383101738347,255.60885391225523,18.717943672461157,8.520295130408508,80.2197585962621,2.673991953208737
171,5,0,60,0,433.4183809317348,0.0,14.447279364391163,0.0,86.68367618634696,2.8894558728782327
172,4,0,50,0,374.5940120547218,0.0,12.486467068490729,0.0,93.64850301368045,3.121616767122682
173,6,3,80,51,546.3242049590278,304.3559434008073,18.210806831967595,10.145198113360241,91.05403415983797,3.035134471994599
174,3,0,30,0,245.9338736026197,0.0,8.197795786753991,0.0,81.9779578675399,2.7325985955846637
175,5,0,68,0,426.6768914575819,0.0,14.222563048586064,0.0,85.33537829151638,2.8445126097172126
176,2,0,20,0,162.54867148647037,0.0,5.418289049549012,0.0,81.27433574323518,2.709144524774506
177,3,0,32,0,225.12871289160353,0.0,7.504290429720118,0.0,75.04290429720118,2.5014301432400394
178,2,0,20,0,157.21738372528114,0.0,5.240579457509371,0.0,78.60869186264057,2.6202897287546856
179,6,2,76,19,561.1232164789649,160.36052940511104,18.704107215965497,5.345350980170369,93.52053607982748,3.1173512026609163
180,3,0,38,0,251.43860958288792,0.0,8.381286986096264,0.0,83.81286986096264,2.7937623286987545
181,6,0,80,0,541.2801112930912,0.0,18.04267037643637,0.0,90.21335188218187,3.0071117294060614
182,6,0,90,0,657.0665026175064,0.0,21.902216753916882,0.0,109.5110837695844,3.650369458986147
183,4,0,55,0,412.7423818295781,0.0,13.75807939431927,0.0,103.18559545739453,3.4395198485798173
184,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
185,1,0,8,0,79.7082786051683,0.0,2.6569426201722766,0.0,79.7082786051683,2.6569426201722766
186,3,0,42,0,248.08433927255643,0.0,8.269477975751881,0.0,82.69477975751882,2.7564926585839604
187,3,0,30,0,199.68722763439965,0.0,6.6562409211466536,0.0,66.56240921146654,2.218746973715551
188,7,3,90,47,582.6397664733419,320.4209554305312,19.421325549111394,10.680698514351041,83.23425235333455,2.774475078444485
189,4,0,47,0,316.49038599051113,0.0,10.549679533017038,0.0,79.12259649762778,2.6374198832542595
190,6,0,85,0,584.0030405341095,0.0,19.466768017803645,0.0,97.33384008901824,3.2444613363006076
191,6,2,82,26,585.7789626190147,203.89988605760453,19.525965420633824,6.796662868586818,97.62982710316912,3.2543275701056373
192,4,0,47,0,355.96275643502634,0.0,11.865425214500878,0.0,88.99068910875658,2.9663563036252194
193,4,0,62,0,415.3413538984583,0.0,13.844711796615277,0.0,103.83533847461457,3.4611779491538193
194,5,0,60,0,425.3734825216443,0.0,14.17911608405481,0.0,85.07469650432886,2.835823216810962
195,3,0,48,0,272.4317760382073,0.0,9.081059201273579,0.0,90.81059201273577,3.0270197337578595
196,5,0,63,0,425.5352385859317,0.0,14.184507952864392,0.0,85.10704771718635,2.8369015905728783
197,1,0,9,0,82.33261428162162,0.0,2.744420476054054,0.0,82.33261428162162,2.744420476054054
198,6,5,85,77,546.6556630818478,490.025527450832,18.221855436061592,16.334184248361066,91.10927718030797,3.0369759060102655
199,2,0,17,0,157.24749367701423,0.0,5.241583122567142,0.0,78.62374683850712,2.620791561283571
200,4,0,57,0,357.401489503443,0.0,11.913382983448098,0.0,89.35037237586074,2.9783457458620246
201,4,0,63,0,447.2556821660017,0.0,14.908522738866726,0.0,111.81392054150042,3.7271306847166814
202,2,0,19,0,119.68006477330894,0.0,3.9893354924436313,0.0,59.84003238665447,1.9946677462218156
203,3,0,38,0,232.0001138114198,0.0,7.733337127047326,0.0,77.33337127047326,2.5777790423491087
204,1,0,11,0,91.55553431667882,0.0,3.051851143889294,0.0,91.55553431667882,3.051851143889294
205,4,0,48,0,296.85903454183193,0.0,9.8953011513944,0.0,74.21475863545798,2.4738252878486
206,4,0,53,0,330.89892331739463,0.0,11.02996411057982,0.0,82.72473082934866,2.757491027644955
207,4,0,61,0,380.0172507577554,0.0,12.66724169192518,0.0,95.00431268943885,3.166810422981295
208,2,0,25,0,155.38063616242903,0.0,5.179354538747635,0.0,77.69031808121451,2.5896772693738175
209,3,0,41,0,298.3186796182366,0.0,9.943955987274553,0.0,99.43955987274553,3.3146519957581844
210,6,0,84,0,589.5349799017644,0.0,19.65116599672548,0.0,98.2558299836274,3.27519433278758
211,2,0,19,0,191.65315056606994,0.0,6.388438352202332,0.0,95.82657528303497,3.194219176101166
212,5,0,66,0,428.79136957196926,0.0,14.293045652398977,0.0,85.75827391439385,2.8586091304797954
213,5,0,71,0,469.9321850561287,0.0,15.66440616853762,0.0,93.98643701122573,3.1328812337075242
214,7,5,87,73,607.2722977646297,501.7626905569527,20.242409925487657,16.72542301856509,86.7531853949471,2.891772846498237
215,4,0,51,0,378.58872495582625,0.0,12.619624165194205,0.0,94.64718123895656,3.1549060412985512
216,4,0,34,0,279.7799343351974,0.0,9.325997811173249,0.0,69.94498358379936,2.331499452793312
217,5,0,66,0,448.5538421048471,0.0,14.951794736828235,0.0,89.71076842096942,2.990358947365647
218,4,0,48,0,348.0685057984881,0.0,11.60228352661627,0.0,87.01712644962203,2.9005708816540676
219,3,0,37,0,286.8247491862618,0.0,9.560824972875395,0.0,95.60824972875393,3.1869416576251317
220,4,0,49,0,376.61032185643313,0.0,12.553677395214438,0.0,94.15258046410828,3.1384193488036094
221,4,0,56,0,370.0133376667054,0.0,12.333777922223515,0.0,92.50333441667635,3.0834444805558787
222,6,0,78,0,545.4088286744568,0.0,18.180294289148556,0.0,90.9014714457428,3.030049048191426
223,2,0,27,0,177.07108826414822,0.0,5.902369608804941,0.0,88.53554413207411,2.9511848044024704
224,4,0,58,0,373.07364512797864,0.0,12.435788170932621,0.0,93.26841128199466,3.1089470427331554
225,3,0,31,0,234.45346423772955,0.0,7.815115474590986,0.0,78.15115474590985,2.6050384915303284
226,2,0,30,0,192.62342856827837,0.0,6.420780952275946,0.0,96.31171428413919,3.210390476137973
227,7,0,85,0,629.3365896005469,0.0,20.97788632001822,0.0,89.9052270857924,2.996840902859746
228,4,0,58,0,348.07955161430505,0.0,11.602651720476837,0.0,87.01988790357626,2.9006629301192093
229,3,0,31,0,216.53871337249043,0.0,7.2179571124163475,0.0,72.17957112416347,2.4059857041387827
230,5,0,74,0,493.4842174741682,0.0,16.44947391580561,0.0,98.69684349483364,3.2898947831611216
231,4,0,55,0,373.2353406267028,0.0,12.441178020890094,0.0,93.3088351566757,3.1102945052225235
232,2,0,30,0,223.03676575602253,0.0,7.434558858534084,0.0,111.51838287801127,3.717279429267042
233,2,0,29,0,160.74322699414842,0.0,5.358107566471613,0.0,80.37161349707421,2.6790537832358066
234,3,0,42,0,289.24675092187346,0.0,9.641558364062448,0.0,96.41558364062449,3.213852788020816
235,6,3,71,41,538.7707348189252,271.0959646124835,17.959024493964172,9.03653215374945,89.79512246982087,2.9931707489940287
236,7,0,77,0,640.9838110589046,0.0,21.36612703529682,0.0,91.5691158655578,3.05230386218526
237,5,0,74,0,519.6957717731887,0.0,17.323192392439623,0.0,103.93915435463774,3.4646384784879247
238,1,0,8,0,78.49072878013611,0.0,2.616357626004537,0.0,78.49072878013611,2.616357626004537
239,4,0,59,0,412.7220334749454,0.0,13.757401115831513,0.0,103.18050836873635,3.4393502789578783
240,5,0,70,0,508.32715642175197,0.0,16.94423854739173,0.0,101.66543128435039,3.388847709478346
241,3,0,45,0,283.4571999098973,0.0,9.44857333032991,0.0,94.48573330329911,3.1495244434433034
242,6,2,101,29,589.3264442502077,195.30848683644538,19.64421480834026,6.51028289454818,98.22107404170129,3.2740358013900432
243,5,0,65,0,443.0174960812351,0.0,14.767249869374504,0.0,88.60349921624702,2.9534499738749007
244,4,0,60,0,401.388434688339,0.0,13.3796144896113,0.0,100.34710867208474,3.344903622402825
245,5,0,66,0,480.7453293397752,0.0,16.024844311325843,0.0,96.14906586795504,3.2049688622651686
246,4,0,42,0,293.07916275584216,0.0,9.769305425194739,0.0,73.26979068896054,2.4423263562986848
247,4,0,60,0,375.9391890047334,0.0,12.53130630015778,0.0,93.98479725118335,3.132826575039445
248,6,0,81,0,509.8376087505804,0.0,16.994586958352677,0.0,84.9729347917634,2.8324311597254463
249,7,0,81,0,617.9188372946932,0.0,20.597294576489773,0.0,88.27411961352759,2.942470653784253
250,1,0,3,0,17.599854037274845,0.0,0.5866618012424948,0.0,17.599854037274845,0.5866618012424948
251,2,0,27,0,184.97755298755388,0.0,6.165918432918463,0.0,92.48877649377694,3.0829592164592317
252,5,0,62,0,408.52204524254284,0.0,13.617401508084763,0.0,81.70440904850857,2.7234803016169526
253,2,0,20,0,150.6508351189641,0.0,5.02169450396547,0.0,75.32541755948205,2.510847251982735
254,1,0,14,0,80.17089126586365,0.0,2.672363042195455,0.0,80.17089126586365,2.672363042195455
255,1,0,5,0,47.3196753536312,0.0,1.5773225117877065,0.0,47.3196753536312,1.5773225117877065
256,4,0,50,0,358.17333346668613,0.0,11.939111115556205,0.0,89.54333336667153,2.9847777788890513
257,1,0,4,0,31.929350112193944,0.0,1.0643116704064648,0.0,31.929350112193944,1.0643116704064648
258,5,0,66,0,468.49029553312846,0.0,15.616343184437618,0.0,93.69805910662569,3.1232686368875235
259,4,0,54,0,361.0158536969698,0.0,12.033861789898992,0.0,90.25396342424246,3.008465447474748
260,1,0,5,0,77.10107777055254,0.0,2.5700359256850844,0.0,77.10107777055254,2.5700359256850844
261,2,0,21,0,160.81373186200292,0.0,5.360457728733431,0.0,80.40686593100146,2.6802288643667156
262,3,0,34,0,269.8680660506126,0.0,8.995602201687086,0.0,89.95602201687086,2.998534067229029
263,1,0,9,0,71.38198743669906,0.0,2.379399581223302,0.0,71.38198743669906,2.379399581223302
264,5,0,74,0,476.37449538768385,0.0,15.87914984625613,0.0,95.27489907753677,3.175829969251226
265,2,0,28,0,188.05647463599212,0.0,6.268549154533071,0.0,94.02823731799606,3.1342745772665355
266,3,0,39,0,306.23697375128756,0.0,10.20789912504292,0.0,102.07899125042918,3.402633041680973
267,3,0,31,0,212.11769397545896,0.0,7.070589799181965,0.0,70.70589799181965,2.3568632663939884
